country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
ARG,Argentina,ATUCHA I,ARG0000029,370.0,-33.9670,-59.2059,Nuclear,,,,1974.0,NASA,Ministerio de Energía y Minería,http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx,Ministerio de Energía y Minería,1013180,2015,,,,,,,,,,,,,1303.91,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ARG,Argentina,ATUCHA II,ARG0000030,745.0,-33.9674,-59.2045,Nuclear,,,,2014.0,NASA,Ministerio de Energía y Minería,http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx,Ministerio de Energía y Minería,1101851,2015,,,,,,,,,,,,,2625.45,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ARG,Argentina,EMBALSE,ARG0000112,648.0,-32.2316,-64.4422,Nuclear,,,,1984.0,NASA,Ministerio de Energía y Minería,http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx,Ministerio de Energía y Minería,1013181,2015,,,,,,,,,,,,,2283.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ARM,Armenia,Armenian-2,WRI1019028,375.0,40.1805,44.1498,Nuclear,,,,1980.0,Armenian Nuclear Power Company,IAEA,https://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=2,GEODB,1010334,,,,,,,,,,,,,,2411.04,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
AUS,Australia,Mortons Lane Wind Farm,AUS0000492,20.0,-37.8413,142.4653,Wind,,,,,China Guangdong Nuclear Wind Energy Company,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,,33.20027777777778,68.94027777777778,62.304722222222225,61.166666666666664,60.945277777777775,64.5575,,Australia Clean Energy Regulator,,,,,52.31,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
BEL,Belgium,DOEL 4,WRI1002223,2910.0,51.3254,4.2597,Nuclear,,,,1985.0,,ELIA Belgian Grid Operator,http://publications.elia.be/upload/ProductionParkOverview.html?TS=20120416193815,GEODB,1014413,,,,11719.536,22325.129,20680.324,,,JRC-PPDB-OPEN,,,,,20203.97,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
BEL,Belgium,TIHANGE 1N,WRI1002275,962.0,50.5342,5.2751,Nuclear,,,,1975.0,,ELIA Belgian Grid Operator,http://publications.elia.be/upload/ProductionParkOverview.html?TS=20120416193815,GEODB,1014440,,,,3035.773,1344.215,1775.314,,,JRC-PPDB-OPEN,,,,,6679.11,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
BEL,Belgium,TIHANGE 3,WRI1002277,2053.8,50.5342,5.2751,Nuclear,,,,1985.0,,ELIA Belgian Grid Operator,http://publications.elia.be/upload/ProductionParkOverview.html?TS=20120416193815,GEODB,1014440,,,,,17406.991,17895.761,,,JRC-PPDB-OPEN,,,,,14259.42,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
BRA,Brazil,Almirante Álvaro Alberto - Unidade I (Antiga Angra I),BRA0000100,640.0,-23.0087,-44.4574,Nuclear,,,,1985,,Agência Nacional de Energia Elétrica (Brazil),http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm,Agência Nacional de Energia Elétrica (Brazil),,2017,,,,,,,,,,,,,4885.04,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
BRA,Brazil,Almirante Álvaro Alberto - Unidade II (Antiga Angra II),BRA0000101,1350.0,-23.0072,-44.4588,Nuclear,,,,2000,,Agência Nacional de Energia Elétrica (Brazil),http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm,Agência Nacional de Energia Elétrica (Brazil),,2017,,,,,,,,,,,,,10304.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
BGR,Bulgaria,KOZLODUY,WRI1008053,2000.0,43.7438,23.7723,Nuclear,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1023679,,,,15380.788,,,,,JRC-PPDB-OPEN,,,,,15544.99,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CAN,Canada,Bruce A,CAN0002030,3220.0,44.3391,-81.5747,Nuclear,,,,,Bruce Power LP,Natural Resources Canada,http://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsAllGE100MW_NorthAmerica_201708.xlsx,Natural Resources Canada,,2017,,,,,,,,,,,,,22424.45,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CAN,Canada,Bruce B,CAN0002031,3390.0,44.3190,-81.6027,Nuclear,,,,,Bruce Power LP,Natural Resources Canada,http://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsAllGE100MW_NorthAmerica_201708.xlsx,Natural Resources Canada,28966,2017,,,,,,,,,,,,,23608.35,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CAN,Canada,Darlington,CAN0002043,3740.0,43.8697,-78.7239,Nuclear,,,,,,Natural Resources Canada,http://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsAllGE100MW_NorthAmerica_201708.xlsx,Natural Resources Canada,28977,2017,,,,,,,,,,,,,26045.79,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CAN,Canada,Pickering A,CAN0002073,1084.0,43.8107,-79.0689,Nuclear,,,,,,Natural Resources Canada,http://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsAllGE100MW_NorthAmerica_201708.xlsx,Natural Resources Canada,29018,2017,,,,,,,,,,,,,7549.10,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CAN,Canada,Pickering B,CAN0002074,2160.0,43.8096,-79.0639,Nuclear,,,,,,Natural Resources Canada,http://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsAllGE100MW_NorthAmerica_201708.xlsx,Natural Resources Canada,64093,2017,,,,,,,,,,,,,15042.49,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CAN,Canada,Point Lepreau,CAN0002076,660.0,45.0686,-66.4543,Nuclear,,,,,,Natural Resources Canada,http://ftp.maps.canada.ca/pub/nacei_cnaie/energy_infrastructure/PowerPlantsAllGE100MW_NorthAmerica_201708.xlsx,Natural Resources Canada,27406,2017,,,,,,,,,,,,,4596.31,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,CEFR,WRI1061016,20.0,39.7400,116.0300,Nuclear,,,,,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=CN,,,,,,,,,,,,,,,,147.65,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Changjiang,WRI1061017,1220.0,19.4600,108.9000,Nuclear,,,,,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=CN,,1074148,,,,,,,,,,,,,,9006.76,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Daya Bay,WRI1061018,1888.0,22.6000,114.5400,Nuclear,,,,,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=CN,,1017830,,,,,,,,,,,,,,13938.34,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Fangchenggang,WRI1061019,2000.0,21.6700,108.5600,Nuclear,,,,,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=CN,,1069436,,,,,,,,,,,,,,14765.19,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Fangjiashan,WRI1061020,2024.0,30.4400,120.9400,Nuclear,,,,,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=CN,,1071053,,,,,,,,,,,,,,14942.37,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Fuqing,WRI1061021,4000.0,25.4426,119.4440,Nuclear,,,,,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=CN,,1065467,,,,,,,,,,,,,,29530.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Hongyanhe,WRI1061022,4183.0,39.8000,121.4800,Nuclear,,,,,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=CN,,1062642,,,,,,,,,,,,,,30881.40,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Ling Ao,WRI1061023,3914.0,22.6000,114.5500,Nuclear,,,,,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=CN,CARMA,1058183,,,,,,,,,,,,,,28895.48,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Ningde,WRI1061024,4072.0,27.0446,120.2855,Nuclear,,,,,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=CN,,1069414,,,,,,,,,,,,,,30061.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Qinshan 2,WRI1061025,4101.0,30.4330,120.9501,Nuclear,,,,,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=CN,,1012204,,,,,,,,,,,,,,30276.02,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Tianwan,WRI1061026,1980.0,34.6900,119.4600,Nuclear,,,,,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=CN,,1012202,,,,,,,,,,,,,,14617.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Yangjiang,WRI1061027,4000.0,21.7100,112.2600,Nuclear,,,,,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=CN,,1017829,,,,,,,,,,,,,,29530.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CZE,Czech Republic,Dukonavy,WRI1019175,2040.0,49.0852,16.1479,Nuclear,,,,,CEZ Group,CEZ Group,https://www.cez.cz/en/power-plants-and-environment/nuclear-power-plants/dukovany.html,WRI,,,,,11812.082,11178.383,11123.564,,,JRC-PPDB-OPEN,,,,,14225.78,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CZE,Czech Republic,Temelín,WRI1019174,2133.0,49.1796,14.3795,Nuclear,,,,2002.0,CEZ Group,CEZ Group,https://www.cez.cz/en/power-plants-and-environment/nuclear-power-plants/temelin.html,WRI,1012060,,,,13513.509,11056.918,15655.058,,,JRC-PPDB-OPEN,,,,,14874.31,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FIN,Finland,Loviisa Y1,WRI1002445,992.0,60.3708,26.3468,Nuclear,,,,,Fortum Power & Heat   Power,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,GEODB,1019393,,,,7947.813,7914.977,8170.857,,,JRC-PPDB-OPEN,,,,,7851.12,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FIN,Finland,Olkiluoto 1,WRI1002473,1760.0,61.2371,21.4433,Nuclear,,,,,Teollisuuden Voima Oyj,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,GEODB,1031223,,,,,,,,,,,,,,13929.40,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,BELLEVILLE,WRI1002693,2620.0,47.5103,2.8750,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014654,,,,19555.254,16485.667,14443.614,,,JRC-PPDB-OPEN,,,,,15841.96,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,BLAYAIS,WRI1002694,3640.0,45.2560,-0.6932,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014665,,,,19707.717,24031.457,26114.388,,,JRC-PPDB-OPEN,,,,,22009.45,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,BUGEY,WRI1002701,3580.0,45.7973,5.2706,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014691,,,,25031.122,14697.273,23811.547,,,JRC-PPDB-OPEN,,,,,21646.65,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,CATTENOM,WRI1002703,5200.0,49.4160,6.2169,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014708,,,,36024.124,31537.575,36448.643,,,JRC-PPDB-OPEN,,,,,31442.07,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,CHINON,WRI1002706,3620.0,47.2254,0.1656,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1029170,,,,24038.757,23152.275,24070.744,,,JRC-PPDB-OPEN,,,,,21888.52,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,CHOOZ,WRI1002707,3000.0,50.0900,4.7894,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014734,,,,20746.316,22285.984,15774.583,,,JRC-PPDB-OPEN,,,,,18139.65,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,CIVAUX,WRI1002708,2990.0,46.4563,0.6548,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014736,,,,20689.158,18070.376,19013.233,,,JRC-PPDB-OPEN,,,,,18079.19,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,CRUAS,WRI1002716,3660.0,44.6325,4.7546,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014746,,,,22068.295,22610.052,23127.477,,,JRC-PPDB-OPEN,,,,,22130.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,DAMPIERRE,WRI1002720,3560.0,47.7321,2.5185,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014749,,,,25213.325,23799.577,24191.573,,,JRC-PPDB-OPEN,,,,,21525.72,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,FESSENHEIM,WRI1002727,1760.0,47.9032,7.5631,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014779,,,,12641.512,8241.491,5709.948,,,JRC-PPDB-OPEN,,,,,10641.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,FLAMANVILLE,WRI1002728,2660.0,49.5366,-1.8823,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014781,,,,16053.604,19275.464,13818.593,,,JRC-PPDB-OPEN,,,,,16083.83,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,GOLFECH,WRI1002733,2620.0,44.1060,0.8443,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014796,,,,18803.622,19791.29,17810.593,,,JRC-PPDB-OPEN,,,,,15841.96,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,GRAVELINES,WRI1002735,5460.0,51.0141,2.1332,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014801,,,,37433.607,31096.403,31471.106,,,JRC-PPDB-OPEN,,,,,33014.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,NOGENT,WRI1002749,2620.0,48.5171,3.5181,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014963,,,,15899.809,20480.117,18876.597,,,JRC-PPDB-OPEN,,,,,15841.96,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,PALUEL,WRI1002752,5320.0,49.8582,0.6354,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014976,,,,29180.481,19353.564,20994.416,,,JRC-PPDB-OPEN,,,,,32167.66,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,PENLY,WRI1002754,2660.0,49.9764,1.2107,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1014982,,,,19328.346,18053.795,18021.161,,,JRC-PPDB-OPEN,,,,,16083.83,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,ST ALBAN,WRI1002777,2670.0,45.4043,4.7554,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,,,,,18278.497,,14248.619,,,JRC-PPDB-OPEN,,,,,16144.29,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,ST LAURENT,WRI1002779,1830.0,47.7197,1.5783,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,,,,,10548.554,12135.058,12141.04,,,JRC-PPDB-OPEN,,,,,11065.19,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
FRA,France,TRICASTIN 1,WRI1002782,3660.0,44.3311,4.7311,Nuclear,,,,,,RTE Transmission Operator,http://clients.rte-france.com/lang/an/visiteurs/vie/prod/parc_reference.jsp,GEODB,1015108,,,,,20794.73,,,,JRC-PPDB-OPEN,,,,,22130.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DEU,Germany,BROKDORF,WRI1005621,1480.0,53.8506,9.3450,Nuclear,,,,1986.0,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/CountryStatisticsLandingPage.aspx,GEODB,1020793,,,,10516.481,10939.383,5480.324,,,JRC-PPDB-OPEN,,,,,9946.24,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DEU,Germany,EMSLAND,WRI1005659,1406.0,52.4716,7.3204,Nuclear,,,,1988.0,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/CountryStatisticsLandingPage.aspx,GEODB,,,,,10285.976,10538.748,10752.041,,,JRC-PPDB-OPEN,,,,,9448.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
